ИндексОПС;Доставочный уч.;Улица;Дом ;Номер подъезда;Кол-во квартир
398908;ДУ-2;Радужная;Дом 14;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 15;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 16;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 17;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 18;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 19;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 20;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 21;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 22;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 23;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 24;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 25;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 26;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 27;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 28;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 29;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 30;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 31;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 32;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 33;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 34;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 35;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 36;Подъезд-;Квартир-
398908;ДУ-2;Радужная;Дом 37;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 27;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 26;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 28;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 29;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 30;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 31;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 32;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 33;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 34;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 36;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 38;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 1;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 2;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 3;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 4;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 5;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 6;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 7;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 8;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 9;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 10;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 11;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 12;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 13;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 14;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 15;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 16;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 17;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 18;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 19;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 20;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 21;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 22;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 23;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 24;Подъезд-;Квартир-
398908;ДУ-2;Ивовая;Дом 25;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 14;Подъезд-1;Квартир-50
398070;ДУ-1;А.Д. Белянского;Дом 16;Подъезд-1;Квартир-35
398070;ДУ-1;А.Д. Белянского;Дом 16;Подъезд-2;Квартир-96
398070;ДУ-1;А.Д. Белянского;Дом 18;Подъезд-2;Квартир-57
398070;ДУ-1;А.Д. Белянского;Дом 18;Подъезд-1;Квартир-33
398070;ДУ-1;А.Д. Белянского;Дом 18;Подъезд-3;Квартир-99
398070;ДУ-1;А.Д. Белянского;Дом 5 /152;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /165;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /178;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /183;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /287;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /330;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /341;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /346;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /37;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /436;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /520;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /552;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /71;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /85;Подъезд-;Квартир-
398070;ДУ-1;А.Д. Белянского;Дом 5 /88;Подъезд-;Квартир-
398055;ДУ-4;А.Д. Белянского;Дом 1;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-6;Квартир-352
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-4;Квартир-207
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-5;Квартир-288
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-1;Квартир-44
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-2;Квартир-86
398070;ДУ-2;А.Д. Белянского;Дом 2;Подъезд-3;Квартир-176
398055;ДУ-4;А.Д. Белянского;Дом 3;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 4;Подъезд-1;Квартир-27
398070;ДУ-2;А.Д. Белянского;Дом 4;Подъезд-2;Квартир-114
398055;ДУ-4;А.Д. Белянского;Дом 5;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 6;Подъезд-2;Квартир-41
398070;ДУ-2;А.Д. Белянского;Дом 6;Подъезд-1;Квартир-17
398055;ДУ-4;А.Д. Белянского;Дом 7;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 8;Подъезд-3;Квартир-146
398070;ДУ-2;А.Д. Белянского;Дом 8;Подъезд-2;Квартир-116
398070;ДУ-2;А.Д. Белянского;Дом 8;Подъезд-1;Квартир-2
398055;ДУ-4;А.Д. Белянского;Дом 9;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 10;Подъезд-2;Квартир-61
398070;ДУ-2;А.Д. Белянского;Дом 10;Подъезд-3;Квартир-108
398070;ДУ-2;А.Д. Белянского;Дом 10;Подъезд-1;Квартир-33 А
398055;ДУ-4;А.Д. Белянского;Дом 11;Подъезд-;Квартир-
398070;ДУ-2;А.Д. Белянского;Дом 12;Подъезд-1;Квартир-5
398070;ДУ-2;А.Д. Белянского;Дом 12;Подъезд-2;Квартир-93
398070;ДУ-2;А.Д. Белянского;Дом 12;Подъезд-3;Квартир-134
398055;ДУ-4;А.Д. Белянского;Дом 13;Подъезд-;Квартир-
398055;ДУ-4;А.Д. Белянского;Дом 15;Подъезд-;Квартир-
398055;ДУ-4;А.Д. Белянского;Дом 17;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 6;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 7;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 1;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 16;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 8 А;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 2;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 3;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 4;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 5;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 8;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 9;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 10;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 11;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 12;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 13;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 14;Подъезд-;Квартир-
398070;ДУ-2;Академический;Дом 15;Подъезд-;Квартир-
398070;ДУ-2;Счастливый;Дом 3;Подъезд-;Квартир-
398070;ДУ-2;Счастливый;Дом 1;Подъезд-;Квартир-
398070;ДУ-2;Счастливый;Дом 2;Подъезд-;Квартир-
398916;ДУ-1;Снежная;Дом 3;Подъезд-;Квартир-
398916;ДУ-1;Снежная;Дом 11;Подъезд-;Квартир-
398916;ДУ-1;Снежная;Дом 37;Подъезд-;Квартир-
398916;ДУ-1;Снежная;Дом 45;Подъезд-;Квартир-
398901;ДУ-1;298 Федеральной а/д Орел-Тамбов;Дом 2;Подъезд-;Квартир-
398902;ДУ-2;Автодорожная;Дом 8;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 3;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 5;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 7;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 9;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 10;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 12;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 14;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 16;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 18;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 20;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 22;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 6;Подъезд-;Квартир-
398902;ДУ-2;Взлетная;Дом 8;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 1;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 2;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 3;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 4;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 5;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 6;Подъезд-;Квартир-
398902;ДУ-2;Лирический;Дом 7;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 4;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 3;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 4 А;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 5 А;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 11;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 13;Подъезд-;Квартир-
398902;ДУ-2;Технологический;Дом 2;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 10;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 12;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 14;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 16;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 18;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 2;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 20;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 22;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 24;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 26;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 4;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 6;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 8;Подъезд-;Квартир-
398914;ДУ-1;Изобильная;Дом 9;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 2;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 3;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 4;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 5;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 6;Подъезд-;Квартир-
398914;ДУ-1;Кипарисовая;Дом 8;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 1;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 11;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 13;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 14;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 15;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 16;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 17;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 19;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 2;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 20;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 21;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 22;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 23;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 24;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 25;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 27;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 3;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 4;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 5;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 7;Подъезд-;Квартир-
398914;ДУ-1;Лютиковая;Дом 9;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 10;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 12;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 14;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 16;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 18;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 2;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 20;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 4;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 6;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 8;Подъезд-;Квартир-
398914;ДУ-1;Пшеничная;Дом 2 /1;Подъезд-;Квартир-
398914;ДУ-1;Сказочный;Дом 1;Подъезд-;Квартир-
398914;ДУ-1;Сказочный;Дом 5;Подъезд-;Квартир-
398914;ДУ-1;Сказочный;Дом стр.1;Подъезд-;Квартир-
398916;ДУ-1;Апельсиновая;Дом 19;Подъезд-;Квартир-
398916;ДУ-1;Апельсиновая;Дом 4;Подъезд-;Квартир-
398916;ДУ-1;Апельсиновая;Дом 5;Подъезд-;Квартир-
398916;ДУ-1;Апельсиновая;Дом 7;Подъезд-;Квартир-
398916;ДУ-1;Вечерняя;Дом 22;Подъезд-;Квартир-
398916;ДУ-1;Вечерняя;Дом 20;Подъезд-;Квартир-
398916;ДУ-1;Вечерняя;Дом 34;Подъезд-;Квартир-
398916;ДУ-1;Воздушная;Дом 1;Подъезд-;Квартир-
398916;ДУ-1;Воздушная;Дом 13;Подъезд-;Квартир-
398916;ДУ-1;Дубравная;Дом 29;Подъезд-;Квартир-
398916;ДУ-1;Дубравная;Дом 5;Подъезд-;Квартир-
398916;ДУ-1;Дубравная;Дом 8;Подъезд-;Квартир-
398916;ДУ-1;Изумрудная;Дом 12;Подъезд-;Квартир-
398916;ДУ-1;Изумрудная;Дом 28;Подъезд-;Квартир-
398916;ДУ-1;Клубничная;Дом 21;Подъезд-;Квартир-
398916;ДУ-1;Клубничная;Дом 5;Подъезд-;Квартир-
398916;ДУ-1;Клубничная;Дом 54;Подъезд-;Квартир-
398916;ДУ-1;Лиственная;Дом 13;Подъезд-;Квартир-
398916;ДУ-1;Лиственная;Дом 42;Подъезд-;Квартир-
398916;ДУ-1;Окраинная;Дом 32;Подъезд-;Квартир-
398916;ДУ-1;Окраинная;Дом 6;Подъезд-;Квартир-
398916;ДУ-1;Пейзажная;Дом 9;Подъезд-;Квартир-
398916;ДУ-1;Плодородная;Дом 12;Подъезд-;Квартир-
398916;ДУ-1;Холмистая;Дом 18;Подъезд-;Квартир-
398916;ДУ-1;Холмистая;Дом 23;Подъезд-;Квартир-
398916;ДУ-1;Холмистая;Дом 26;Подъезд-;Квартир-
398916;ДУ-1;Холмистая;Дом 4;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 22;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 43;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 1;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 3;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 33;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 38;Подъезд-;Квартир-
398916;ДУ-1;Янтарная;Дом 55;Подъезд-;Квартир-
398916;ДУ-1;Ясеневая;Дом 12;Подъезд-;Квартир-
398916;ДУ-1;Ясеневая;Дом 32;Подъезд-;Квартир-
398005;ДУ-1;Чайкиной;Дом стр.1;Подъезд-;Квартир-
398007;ДУ-1;299;Дом 1;Подъезд-;Квартир-
398007;ДУ-1;299;Дом 4;Подъезд-;Квартир-
398007;ДУ-1;299;Дом Б    стр.2;Подъезд-;Квартир-
398013;ДУ-2;Тимирязева;Дом 4;Подъезд-;Квартир-
398026;ДУ-2;Чаплыгинское;Дом 2;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 3;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 5;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 6;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 7;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 8;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 9;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 10;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 11;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 12;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 13;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 14;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 4;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 15;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 16;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 17;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 18;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 19;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 20;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 21;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 22;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 23;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 24;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 25;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 26;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 27;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 28;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 29;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 30;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 31;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 32;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 33;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 34;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 35;Подъезд-;Квартир-
398902;ДУ-2;Малый;Дом 36;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 2;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 30;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 27;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 1;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 25;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 34;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 5 А;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 27 А;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 31;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 29;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 9;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом стр.5;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом стр.7;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 27 к.1;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 2 А;Подъезд-;Квартир-
398001;ДУ-100;К. Маркса;Дом 25 А;Подъезд-;Квартир-
398001;ДУ-1;К. Маркса;Дом 5;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 21 А;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 19 А;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 34 А;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 36 А;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 44;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 45;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 46;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 47;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 48;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 49;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 50;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 51;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 52;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 53;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 54;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 55;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 56;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 57;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 58;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 59;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 60;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 61;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 62;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 63;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 64;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 65;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 66;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 67;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 68;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 1;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 2;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 3;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 4;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 5;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 6;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 7;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 8;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 9;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 10;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 11;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 12;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 13;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 14;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 15;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 16;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 17;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 18;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 19;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 20;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 21;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 22;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 23;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 24;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 25;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 26;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 27;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 28;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 29;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 30;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 31;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 32;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 33;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 34;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 35;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 36;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 37;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 38;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 39;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 40;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 41;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 42;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 43;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 69;Подъезд-;Квартир-
398026;ДУ-2;Огородная;Дом 70;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 10 А;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 14 А;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 10;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 4 А;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 11;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 9;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 12;Подъезд-;Квартир-
398026;ДУ-1;Шоссейная;Дом 14;Подъезд-;Квартир-
